,Unnamed: 0,Year,NAME,TRACT,STATE,COUNTY,ACS_GEO_ID,ACS_N_TOTAL_POP,ACS_N_MALE,ACS_N_FEMALE,ACS_MED_AGE,ACS_MED_AGE_M,ACS_MED_AGE_F,ACS_N_RACE_TOTAL_POP,ACS_N_RACE_WHITE,ACS_N_RACE_BLACK,ACS_N_RACE_AMERIND,ACS_N_RACE_ASIAN,ACS_N_RACE_HAWPACISL,ACS_N_RACE_OTHER,ACS_N_RACE_TWOORMORE,ACS_N_ETHN_HISPLAT_Y,ACS_N_ETHN_HISPLAT_N,ACS_MED_INCOME,ACS_MED_INCOME_PAST_12MO,ACS_N_POVERTY_STAT,ACS_N_POVERTY_STAT_BELOW_100_PCT,ACS_N_POVERTY_STAT_100_TO_149_PCT,ACS_N_POVERTY_STAT_ABOVE_150_PCT,ACS_N_INSURED_NON_INST,ACS_N_INSURED_NON_INST_UNDER_19,ACS_N_INSURED_NON_INST_19_TO_64,ACS_N_INSURED_NON_INST_OVER_65,ACS_N_DISABIL_Y,ACS_N_DISABIL_N,STATECOUNTY,N_BLACK,PCT_BLACK,N_NOT_WHITE,PCT_NOT_WHITE,N_UNINSURED,PCT_UNINSURED,N_POVERTY_STAT,PCT_POVERTY_STAT,N_DISABIL_STAT,PCT_DISABIL_STAT,COUNTY_NAME,bucket,bucket_idx,midpoint
3348,3348,2018,"Census Tract 1256, St. Louis city, Missouri",125600,29,510,1400000US29510125600,4886,2945,1941,30.9,31.7,29.9,4771,2229,2183,16,274,36,33,102,198,2113,42550,42550,4151,541,120,3490,3828,484,3170,174,274,3554,29510,2183,0.457556068,2542,0.532802348,1058,0.216537045,541,0.130330041,274,0.071577847,St. Louis City,"(39000, 46000]",5,42500
3824,3824,2018,"Census Tract 2213.35, St. Louis County, Missouri",221335,29,189,1400000US29189221335,5998,2906,3092,47,44.1,47.2,5859,5606,153,0,90,0,10,1,39,5577,42350,42350,5859,200,66,5593,5687,1141,3336,1210,604,5083,29189,153,0.026113671,253,0.04318143,311,0.051850617,200,0.034135518,604,0.106207139,St. Louis County,"(39000, 46000]",26,42500
3834,3834,2018,"Census Tract 2219, St. Louis County, Missouri",221900,29,189,1400000US29189221900,3744,1803,1941,44.5,40.3,48.2,3685,3537,81,2,65,0,0,45,82,3455,42188,42188,3505,207,117,3181,3369,790,1902,677,311,3058,29189,81,0.021981004,148,0.040162822,375,0.100160256,207,0.059058488,311,0.092312259,St. Louis County,"(39000, 46000]",29,42500
3734,3734,2018,"Census Tract 2189, St. Louis County, Missouri",218900,29,189,1400000US29189218900,6251,3114,3137,36.8,33.9,38.3,6077,4031,1937,0,109,0,0,104,106,3925,42144,42144,6181,176,263,5742,6090,1555,3861,674,470,5620,29189,1937,0.318742801,2046,0.336679283,161,0.025755879,176,0.028474357,470,0.077175698,St. Louis County,"(39000, 46000]",20,42500
4275,4275,2018,"Census Tract 2167, St. Louis County, Missouri",216700,29,189,1400000US29189216700,3411,1790,1621,37.9,34.9,40.9,3299,2336,638,0,318,0,7,86,176,2198,42029,42029,3385,292,104,2989,3269,520,2241,508,241,3028,29189,638,0.193391937,963,0.291906638,142,0.041630021,292,0.086262925,241,0.073722851,St. Louis County,"(39000, 46000]",39,42500
3382,3382,2018,"Census Tract 1232, St. Louis city, Missouri",123200,29,510,1400000US29510123200,2600,1380,1220,39.5,38.1,41.8,2505,1804,618,12,60,0,11,83,40,1775,41944,41944,2588,302,233,2053,2361,277,1717,367,219,2142,29510,618,0.246706587,701,0.279840319,239,0.091923077,302,0.116692427,219,0.092757306,St. Louis City,"(39000, 46000]",11,42500
3826,3826,2018,"Census Tract 2214.24, St. Louis County, Missouri",221424,29,189,1400000US29189221424,5003,2574,2429,44,40.4,46.5,4882,4627,17,0,182,0,56,102,75,4608,41897,41897,4771,87,102,4582,4725,1268,2793,664,479,4246,29189,17,0.003482179,255,0.052232692,278,0.05556666,87,0.018235171,479,0.101375661,St. Louis County,"(39000, 46000]",27,42500
4301,4301,2018,"Census Tract 2215.02, St. Louis County, Missouri",221502,29,189,1400000US29189221502,6362,3219,3143,47.1,48,46.4,6240,5905,53,0,282,0,0,55,123,5782,41756,41756,6034,193,196,5645,6131,1521,3610,1000,792,5339,29189,53,0.00849359,335,0.053685897,231,0.036309337,193,0.031985416,792,0.129179579,St. Louis County,"(39000, 46000]",45,42500
3881,3881,2018,"Census Tract 2214.22, St. Louis County, Missouri",221422,29,189,1400000US29189221422,8957,4470,4487,43.4,41.1,45.3,8803,8538,1,0,264,0,0,31,122,8417,41244,41244,8834,438,364,8032,8726,2339,4713,1674,1133,7593,29189,1,0.000113598,265,0.030103374,231,0.025789885,438,0.049581164,1133,0.129841852,St. Louis County,"(39000, 46000]",31,42500
4286,4286,2018,"Census Tract 2179.23, St. Louis County, Missouri",217923,29,189,1400000US29189217923,7055,3277,3778,37.6,37.3,37.7,6833,6176,77,6,483,0,91,94,228,5985,40850,40850,6927,105,500,6322,6745,1812,4010,923,475,6270,29189,77,0.011268842,657,0.096151032,310,0.043940468,105,0.015158077,475,0.070422535,St. Louis County,"(39000, 46000]",43,42500
3821,3821,2018,"Census Tract 2204.44, St. Louis County, Missouri",220444,29,189,1400000US29189220444,7833,3867,3966,42.5,42.6,42.3,7799,7633,61,22,83,0,0,0,86,7547,40794,40794,7777,406,113,7258,7615,1888,4652,1075,651,6964,29189,61,0.007821516,166,0.02128478,218,0.027830972,406,0.052205221,651,0.085489166,St. Louis County,"(39000, 46000]",24,42500
3582,3582,2018,"Census Tract 1141.02, St. Louis city, Missouri",114102,29,510,1400000US29510114102,4440,1927,2513,40.1,38.9,41.5,4377,4344,33,0,0,0,0,27,27,4317,40704,40704,4404,169,338,3897,4393,913,2855,625,352,4041,29510,33,0.007539411,33,0.007539411,47,0.010585586,169,0.038374205,352,0.080127476,St. Louis City,"(39000, 46000]",12,42500
4277,4277,2018,"Census Tract 2212.01, St. Louis County, Missouri",221201,29,189,1400000US29189221201,3375,1565,1810,53.2,50.5,55.3,3352,3208,27,0,117,0,0,23,2,3206,40637,40637,3241,91,116,3034,3218,691,1462,1065,521,2697,29189,27,0.008054893,144,0.042959427,157,0.046518519,91,0.028077754,521,0.161901802,St. Louis County,"(39000, 46000]",40,42500
4281,4281,2018,"Census Tract 2158, St. Louis County, Missouri",215800,29,189,1400000US29189215800,8016,3350,4666,36.2,35.7,36.4,7725,6202,1068,0,454,1,0,163,182,6020,40595,40595,7863,582,724,6557,7320,1384,3988,1948,841,6479,29189,1068,0.138252427,1523,0.197152104,696,0.086826347,582,0.074017551,841,0.11489071,St. Louis County,"(39000, 46000]",41,42500
3363,3363,2018,"Census Tract 1013, St. Louis city, Missouri",101300,29,510,1400000US29510101300,3917,2075,1842,38.2,38.8,37.8,3763,3059,570,0,134,0,0,119,24,3035,40524,40524,3882,144,217,3521,3796,656,2497,643,451,3345,29510,570,0.151474887,704,0.187084773,121,0.030890988,144,0.037094281,451,0.118809273,St. Louis City,"(39000, 46000]",6,42500
3727,3727,2018,"Census Tract 2179.31, St. Louis County, Missouri",217931,29,189,1400000US29189217931,6705,3122,3583,38.9,36.5,43.2,6563,5833,329,9,315,0,77,111,98,5746,40332,40332,6578,211,293,6074,6342,1623,3885,834,463,5879,29189,329,0.050129514,730,0.111229621,363,0.054138702,211,0.032076619,463,0.073005361,St. Louis County,"(39000, 46000]",17,42500
3322,3322,2018,"Census Tract 1038, St. Louis city, Missouri",103800,29,510,1400000US29510103800,3789,1958,1831,41.1,41.7,40.4,3692,3352,161,0,67,0,112,31,193,3286,40314,40314,3714,128,256,3330,3527,668,2362,497,449,3078,29510,161,0.043607801,340,0.092091008,262,0.069147532,128,0.03446419,449,0.127303657,St. Louis City,"(39000, 46000]",1,42500
4010,4010,2018,"Census Tract 2152.31, St. Louis County, Missouri",215231,29,189,1400000US29189215231,4496,2258,2238,44,41.1,46,4376,3747,431,0,178,0,20,64,103,3682,40151,40151,4440,312,260,3868,4351,991,2406,954,215,4136,29189,431,0.098491773,629,0.143738574,145,0.03225089,312,0.07027027,215,0.049413928,St. Louis County,"(39000, 46000]",36,42500
4288,4288,2018,"Census Tract 2204.42, St. Louis County, Missouri",220442,29,189,1400000US29189220442,4714,2109,2605,39.5,42.4,37.8,4613,4458,54,0,90,0,11,28,177,4302,40053,40053,4641,172,145,4324,4519,994,2652,873,582,3937,29189,54,0.011706048,155,0.033600694,195,0.041366143,172,0.037060978,582,0.128789555,St. Louis County,"(39000, 46000]",44,42500
3380,3380,2018,"Census Tract 1162, St. Louis city, Missouri",116200,29,510,1400000US29510116200,3965,2063,1902,34.1,34,34.1,3850,3210,434,11,97,0,98,35,105,3119,39909,39909,3885,412,107,3366,3658,530,2776,352,417,3241,29510,434,0.112727273,640,0.166233766,307,0.077427491,412,0.106048906,417,0.11399672,St. Louis City,"(39000, 46000]",10,42500
4333,4333,2018,"Census Tract 2180.11, St. Louis County, Missouri",218011,29,189,1400000US29189218011,7796,3821,3975,37.7,35.8,38.6,7453,5681,186,45,1134,0,407,238,468,5620,39834,39834,7675,761,816,6098,6467,1340,4104,1023,532,5935,29189,186,0.024956393,1772,0.237756608,1329,0.170472037,761,0.099153094,532,0.082263801,St. Louis County,"(39000, 46000]",46,42500
3994,3994,2018,"Census Tract 2150.03, St. Louis County, Missouri",215003,29,189,1400000US29189215003,4402,2046,2356,48.2,43,49.9,4294,3565,475,0,233,0,21,94,116,3470,39817,39817,4388,225,263,3900,4227,829,2285,1113,689,3538,29189,475,0.110619469,729,0.169771775,175,0.039754657,225,0.051276208,689,0.162999763,St. Louis County,"(39000, 46000]",33,42500
3647,3647,2018,"Census Tract 2110, St. Louis County, Missouri",211000,29,189,1400000US29189211000,6932,3548,3384,37.9,31.3,42.6,6431,3118,3245,37,11,0,20,349,109,3066,39368,39368,6761,657,475,5629,6288,1769,3637,882,886,5402,29189,3245,0.504587156,3313,0.515160939,644,0.092902481,657,0.097174974,886,0.140903308,St. Louis County,"(39000, 46000]",16,42500
3812,3812,2018,"Census Tract 2179.43, St. Louis County, Missouri",217943,29,189,1400000US29189217943,3199,1358,1841,39.4,39.9,38.5,3087,2686,33,0,251,0,117,90,68,2618,39268,39268,3173,42,296,2835,3134,836,1839,459,221,2913,29189,33,0.01068999,401,0.129899579,65,0.02031885,42,0.013236685,221,0.070516911,St. Louis County,"(39000, 46000]",23,42500
3823,3823,2018,"Census Tract 2204.46, St. Louis County, Missouri",220446,29,189,1400000US29189220446,4454,2199,2255,48.9,49.5,48.7,4362,4332,23,0,7,0,0,14,78,4254,39257,39257,4376,160,77,4139,4381,855,2627,899,533,3848,29189,23,0.005272811,30,0.006877579,73,0.016389762,160,0.036563071,533,0.121661721,St. Louis County,"(39000, 46000]",25,42500
3364,3364,2018,"Census Tract 1034, St. Louis city, Missouri",103400,29,510,1400000US29510103400,1877,895,982,38,36.9,38.7,1696,1553,125,18,0,0,0,143,34,1519,39091,39091,1839,67,48,1724,1731,267,1258,206,220,1511,29510,125,0.07370283,143,0.084316038,146,0.077783697,67,0.036432844,220,0.127094165,St. Louis City,"(39000, 46000]",7,42500
4132,4132,2018,"Census Tract 2113.33, St. Louis County, Missouri",211333,29,189,1400000US29189211333,4848,2280,2568,43.5,42.1,45.6,4531,2661,1621,0,207,0,42,91,81,2661,39018,39018,4593,535,369,3689,4177,1019,2385,773,530,3647,29189,1621,0.357757669,1870,0.412712426,671,0.138407591,535,0.116481602,530,0.126885324,St. Louis County,"(39000, 46000]",38,42500
3343,3343,2018,"Census Tract 1031, St. Louis city, Missouri",103100,29,510,1400000US29510103100,2994,1312,1682,43.3,44.2,41.1,2879,2683,160,0,28,0,8,58,156,2540,38881,38881,2923,239,91,2593,2839,411,1959,469,298,2541,29510,160,0.055574852,196,0.068079194,155,0.051770207,239,0.08176531,298,0.104966538,St. Louis City,"(32000, 39000]",12,35500
4289,4289,2018,"Census Tract 2207.01, St. Louis County, Missouri",220701,29,189,1400000US29189220701,3296,1622,1674,37,33.5,39.9,3138,3075,2,0,46,0,15,112,171,2979,38768,38768,3250,265,189,2796,3113,781,1797,535,375,2738,29189,2,0.000637349,63,0.020076482,183,0.055521845,265,0.081538462,375,0.120462576,St. Louis County,"(32000, 39000]",47,35500
3680,3680,2018,"Census Tract 2109.12, St. Louis County, Missouri",210912,29,189,1400000US29189210912,6874,3406,3468,45.3,40.8,48.3,6575,2627,3858,9,0,0,81,225,205,2530,38763,38763,6800,1052,130,5618,6649,1577,3764,1308,1124,5525,29189,3858,0.586768061,3948,0.600456274,225,0.032732034,1052,0.154705882,1124,0.169047977,St. Louis County,"(32000, 39000]",24,35500
3251,3251,2018,"Census Tract 1051.98, St. Louis city, Missouri",105198,29,510,1400000US29510105198,3168,1705,1463,37,33.3,39.9,3079,2170,452,12,436,0,9,63,109,2070,38412,38412,3131,572,80,2479,3115,298,2210,607,244,2871,29510,452,0.146800909,909,0.295225723,53,0.016729798,572,0.182689237,244,0.078330658,St. Louis City,"(32000, 39000]",5,35500
4299,4299,2018,"Census Tract 2213.32, St. Louis County, Missouri",221332,29,189,1400000US29189221332,4705,2190,2515,46.7,44.6,47.5,4615,4484,22,0,98,0,11,83,100,4384,38399,38399,4657,247,91,4319,4581,963,2615,1003,611,3970,29189,22,0.004767064,131,0.028385699,124,0.026354942,247,0.053038437,611,0.133376992,St. Louis County,"(32000, 39000]",51,35500
3247,3247,2018,"Census Tract 1022, St. Louis city, Missouri",102200,29,510,1400000US29510102200,5482,2550,2932,49,43.7,49.7,5373,5208,72,22,71,0,0,38,123,5101,38298,38298,5411,206,107,5098,5303,756,3542,1005,712,4591,29510,72,0.013400335,165,0.030709101,179,0.032652317,206,0.038070597,712,0.134263624,St. Louis City,"(32000, 39000]",2,35500
4297,4297,2018,"Census Tract 2150.01, St. Louis County, Missouri",215001,29,189,1400000US29189215001,3094,1731,1363,31.8,33.3,30.8,2849,1545,294,0,931,0,79,216,168,1415,38243,38243,3065,560,52,2453,2825,670,1848,307,130,2695,29189,294,0.103194103,1304,0.457704458,269,0.086942469,560,0.182707993,130,0.046017699,St. Louis County,"(32000, 39000]",50,35500
3883,3883,2018,"Census Tract 2207.03, St. Louis County, Missouri",220703,29,189,1400000US29189220703,2751,1322,1429,44,41.8,46.9,2719,2699,9,3,8,0,0,21,56,2643,37857,37857,2707,144,38,2525,2574,641,1287,646,349,2225,29189,9,0.00331004,20,0.007355645,177,0.06434024,144,0.053195419,349,0.135586636,St. Louis County,"(32000, 39000]",39,35500
3728,3728,2018,"Census Tract 2179.41, St. Louis County, Missouri",217941,29,189,1400000US29189217941,5608,2585,3023,39.7,37.2,44.1,5419,4992,98,0,329,0,0,111,157,4835,37851,37851,5497,592,760,4145,5314,1409,3005,900,421,4893,29189,98,0.018084517,427,0.078796826,294,0.052425107,592,0.107695106,421,0.079224689,St. Louis County,"(32000, 39000]",25,35500
3583,3583,2018,"Census Tract 1163.01, St. Louis city, Missouri",116301,29,510,1400000US29510116301,3490,1603,1887,33.5,35.1,32.3,3320,2509,498,12,249,5,47,102,328,2228,37245,37245,3396,459,387,2550,3171,789,2068,314,267,2904,29510,498,0.15,811,0.244277108,319,0.091404011,459,0.135159011,267,0.084200568,St. Louis City,"(32000, 39000]",18,35500
3739,3739,2018,"Census Tract 2207.02, St. Louis County, Missouri",220702,29,189,1400000US29189220702,4032,1978,2054,47.1,41.1,50.2,3967,3875,0,0,92,0,0,39,74,3811,37207,37207,3996,161,150,3685,3754,842,1994,918,593,3161,29189,0,0,92,0.023191328,278,0.068948413,161,0.04029029,593,0.157964838,St. Louis County,"(32000, 39000]",29,35500
3810,3810,2018,"Census Tract 2151.43, St. Louis County, Missouri",215143,29,189,1400000US29189215143,2888,1330,1558,34.9,35.1,34.6,2757,2547,74,0,136,0,0,61,19,2528,37149,37149,2719,76,28,2615,2818,692,1721,405,299,2519,29189,74,0.026840769,210,0.07616975,70,0.024238227,76,0.027951453,299,0.10610362,St. Louis County,"(32000, 39000]",31,35500
3314,3314,2018,"Census Tract 1174, St. Louis city, Missouri",117400,29,510,1400000US29510117400,4164,2111,2053,35.8,36.9,33.1,4063,2996,913,8,59,0,87,74,209,2808,36942,36942,3918,408,557,2953,3650,822,2421,407,314,3336,29510,913,0.224710805,1067,0.262613832,514,0.123439001,408,0.104134763,314,0.086027397,St. Louis City,"(32000, 39000]",8,35500
3347,3347,2018,"Census Tract 1172, St. Louis city, Missouri",117200,29,510,1400000US29510117200,5184,1944,3240,36.9,39.5,33.5,5085,3311,1697,0,50,0,27,31,174,3164,36906,36906,5116,592,286,4238,5024,796,3677,551,493,4531,29510,1697,0.333726647,1774,0.348869223,160,0.030864198,592,0.115715403,493,0.098128981,St. Louis City,"(32000, 39000]",13,35500
4129,4129,2018,"Census Tract 2109.28, St. Louis County, Missouri",210928,29,189,1400000US29189210928,4170,1952,2218,44.3,44.4,44.2,4050,1306,2639,0,105,0,0,110,24,1282,36814,36814,4153,442,349,3362,3858,935,2303,620,425,3433,29189,2639,0.651604938,2744,0.677530864,312,0.074820144,442,0.106429087,425,0.110160705,St. Louis County,"(32000, 39000]",44,35500
4285,4285,2018,"Census Tract 2178.06, St. Louis County, Missouri",217806,29,189,1400000US29189217806,5779,2788,2991,40.4,40.5,40.3,5654,5001,124,0,461,0,68,40,391,4640,36677,36677,5683,592,323,4768,5008,1237,2781,990,532,4476,29189,124,0.021931376,653,0.115493456,771,0.133414085,592,0.104170333,532,0.106230032,St. Louis County,"(32000, 39000]",45,35500
3311,3311,2018,"Census Tract 1142, St. Louis city, Missouri",114200,29,510,1400000US29510114200,4518,2117,2401,37.8,36,38.9,4110,3567,366,0,38,0,139,311,206,3500,36673,36673,4421,533,112,3776,4332,730,3028,574,399,3933,29510,366,0.089051095,543,0.132116788,186,0.041168659,533,0.120560959,399,0.092105263,St. Louis City,"(32000, 39000]",7,35500
4287,4287,2018,"Census Tract 2196, St. Louis County, Missouri",219600,29,189,1400000US29189219600,6830,3018,3812,46.3,39.5,49.2,6553,5751,238,0,488,0,76,221,97,5713,36598,36598,6520,413,473,5634,6430,1251,3465,1714,991,5439,29189,238,0.036319243,802,0.122386693,400,0.058565154,413,0.063343558,991,0.154121306,St. Louis County,"(32000, 39000]",46,35500
3738,3738,2018,"Census Tract 2204.32, St. Louis County, Missouri",220432,29,189,1400000US29189220432,8203,3783,4420,43,44,42.6,8001,7687,147,0,123,0,44,118,200,7531,36597,36597,8088,285,89,7714,7930,1761,4611,1558,638,7292,29189,147,0.018372703,314,0.039245094,273,0.033280507,285,0.035237389,638,0.080453972,St. Louis County,"(32000, 39000]",28,35500
3250,3250,2018,"Census Tract 1037, St. Louis city, Missouri",103700,29,510,1400000US29510103700,2521,1304,1217,40.3,40.7,39.9,2429,2196,146,0,87,0,0,47,69,2127,36441,36441,2476,190,153,2133,2281,332,1679,270,208,2073,29510,146,0.06010704,233,0.095924249,240,0.095200317,190,0.076736672,208,0.091188075,St. Louis City,"(32000, 39000]",4,35500
3814,3814,2018,"Census Tract 2181.02, St. Louis County, Missouri",218102,29,189,1400000US29189218102,3213,1771,1442,38.1,33.4,42.8,3111,2891,106,0,114,0,0,72,44,2873,36027,36027,3175,259,206,2710,3067,719,1989,359,184,2883,29189,106,0.034072645,220,0.070716811,146,0.045440398,259,0.081574803,184,0.059993479,St. Louis County,"(32000, 39000]",33,35500
3318,3318,2018,"Census Tract 1243, St. Louis city, Missouri",124300,29,510,1400000US29510124300,3294,1761,1533,36.1,38.7,34.9,3165,2234,904,0,8,0,19,117,88,2165,35947,35947,3282,357,282,2643,2781,426,2002,353,347,2434,29510,904,0.285624013,931,0.294154818,513,0.155737705,357,0.108775137,347,0.124775261,St. Louis City,"(32000, 39000]",9,35500
4292,4292,2018,"Census Tract 2109.21, St. Louis County, Missouri",210921,29,189,1400000US29189210921,4566,2358,2208,32.7,28.5,38.5,4237,1746,2338,0,153,0,0,257,31,1715,35881,35881,4436,341,147,3948,4282,1332,2543,407,445,3837,29189,2338,0.551805523,2491,0.587915978,284,0.062198861,341,0.076871055,445,0.1039234,St. Louis County,"(32000, 39000]",49,35500
3828,3828,2018,"Census Tract 2216.24, St. Louis County, Missouri",221624,29,189,1400000US29189221624,3292,1573,1719,47.1,45.3,49.3,3230,2924,85,0,221,0,0,38,109,2815,35700,35700,3263,68,123,3072,3223,728,1756,739,459,2764,29189,85,0.026315789,306,0.094736842,69,0.020959903,68,0.020839718,459,0.1424139,St. Louis County,"(32000, 39000]",37,35500
3370,3370,2018,"Census Tract 1052, St. Louis city, Missouri",105200,29,510,1400000US29510105200,2739,1370,1369,35.4,29.9,40.3,2573,1014,1305,38,161,0,55,141,87,998,35649,35649,2705,285,197,2223,2585,296,1845,444,445,2140,29510,1305,0.507190051,1559,0.605907501,154,0.0562249,285,0.105360444,445,0.172147002,St. Louis City,"(32000, 39000]",16,35500
3815,3815,2018,"Census Tract 2181.03, St. Louis County, Missouri",218103,29,189,1400000US29189218103,5208,2572,2636,37.5,32.3,46.1,5108,4707,134,0,233,0,34,64,80,4679,35429,35429,4987,565,222,4200,4443,680,2909,854,686,3757,29189,134,0.026233359,401,0.078504307,765,0.146889401,565,0.113294566,686,0.15440018,St. Louis County,"(32000, 39000]",34,35500
3587,3587,2018,"Census Tract 1268, St. Louis city, Missouri",126800,29,510,1400000US29510126800,3520,1721,1799,35.6,33.7,39.5,3411,3185,151,0,44,0,31,100,126,3059,35417,35417,3511,403,141,2967,3223,487,2364,372,439,2784,29510,151,0.044268543,226,0.06625623,297,0.084375,403,0.114782113,439,0.136208501,St. Louis City,"(32000, 39000]",1,35500
3320,3320,2018,"Census Tract 1021, St. Louis city, Missouri",102100,29,510,1400000US29510102100,2745,1358,1387,40.2,40,42.2,2564,2128,348,74,0,0,14,147,48,2089,35371,35371,2701,322,302,2077,2464,410,1638,416,389,2075,29510,348,0.135725429,436,0.170046802,281,0.102367942,322,0.119215106,389,0.157873377,St. Louis City,"(32000, 39000]",10,35500
3216,3216,2018,"Census Tract 2220, St. Louis County, Missouri",222000,29,189,1400000US29189222000,3553,1589,1964,58.2,56.6,58.6,3517,3401,22,0,77,0,17,36,34,3384,35370,35370,3307,167,134,3006,3266,352,1818,1096,596,2670,29189,22,0.006255331,116,0.032982656,287,0.080776808,167,0.050498942,596,0.182486222,St. Louis County,"(32000, 39000]",20,35500
3249,3249,2018,"Census Tract 1036, St. Louis city, Missouri",103600,29,510,1400000US29510103600,1382,805,577,32.6,30.8,38.4,1296,1221,52,0,12,0,11,56,4,1221,35323,35323,1352,237,160,955,1269,310,785,174,234,1035,29510,52,0.040123457,75,0.05787037,113,0.081765557,237,0.175295858,234,0.184397163,St. Louis City,"(32000, 39000]",3,35500
3811,3811,2018,"Census Tract 2151.44, St. Louis County, Missouri",215144,29,189,1400000US29189215144,5451,2700,2751,43.7,43,44.8,5245,4105,721,0,419,0,0,146,149,3971,35192,35192,5377,425,292,4660,5136,741,3451,944,467,4669,29189,721,0.137464252,1140,0.217349857,315,0.057787562,425,0.079040357,467,0.090926791,St. Louis County,"(32000, 39000]",32,35500
4125,4125,2018,"Census Tract 2109.24, St. Louis County, Missouri",210924,29,189,1400000US29189210924,4702,2226,2476,33.1,23.4,35.5,4327,1481,2821,0,25,0,0,292,36,1453,35188,35188,4540,327,417,3796,4670,1602,2650,418,392,4278,29189,2821,0.651952854,2846,0.657730529,32,0.006805615,327,0.072026432,392,0.083940043,St. Louis County,"(32000, 39000]",43,35500
4290,4290,2018,"Census Tract 2212.02, St. Louis County, Missouri",221202,29,189,1400000US29189221202,6060,3032,3028,51.1,46.5,55,5876,5564,161,0,135,0,16,162,52,5564,35153,35153,5872,152,317,5403,5669,1062,2978,1629,802,4867,29189,161,0.027399592,312,0.053097345,391,0.064521452,152,0.025885559,802,0.141471159,St. Louis County,"(32000, 39000]",48,35500
4008,4008,2018,"Census Tract 2151.42, St. Louis County, Missouri",215142,29,189,1400000US29189215142,6736,3348,3388,34.3,33.2,35.7,6463,4045,1423,24,885,0,86,225,233,3884,35131,35131,6673,557,352,5764,6291,1049,4661,581,668,5623,29189,1423,0.220176389,2418,0.374129661,445,0.066062945,557,0.083470703,668,0.106183437,St. Louis County,"(32000, 39000]",42,35500
3585,3585,2018,"Census Tract 1191.01, St. Louis city, Missouri",119101,29,510,1400000US29510119101,2693,1475,1218,45,35.5,48.5,2612,1357,1083,0,172,0,0,46,69,1288,34773,34773,2629,681,214,1734,2432,74,1856,502,617,1815,29510,1083,0.414624809,1255,0.480474732,261,0.096917935,681,0.259033853,617,0.253700658,St. Louis City,"(32000, 39000]",19,35500
3865,3865,2018,"Census Tract 2204.31, St. Louis County, Missouri",220431,29,189,1400000US29189220431,8102,3822,4280,46,40.3,48.1,7942,7311,271,0,360,0,0,111,118,7193,34667,34667,7940,504,484,6952,7411,1173,4674,1564,1304,6107,29189,271,0.034122387,631,0.07945102,691,0.085287583,504,0.063476071,1304,0.175954662,St. Louis County,"(32000, 39000]",38,35500
3360,3360,2018,"Census Tract 1171, St. Louis city, Missouri",117100,29,510,1400000US29510117100,1699,783,916,29.9,31.7,28.9,1613,1194,317,0,63,0,39,80,76,1131,34509,34509,1693,349,109,1235,1582,266,1175,141,137,1445,29510,317,0.196528208,419,0.259764414,117,0.068864038,349,0.206142942,137,0.086599241,St. Louis City,"(32000, 39000]",14,35500
4003,4003,2018,"Census Tract 2213.01, St. Louis County, Missouri",221301,29,189,1400000US29189221301,8171,4226,3945,42,37,45.9,7942,7775,52,16,99,0,0,143,0,7775,34404,34404,8023,508,260,7255,7908,1945,4408,1555,1259,6649,29189,52,0.006547469,167,0.021027449,263,0.032187003,508,0.063317961,1259,0.159205867,St. Louis County,"(32000, 39000]",41,35500
3819,3819,2018,"Census Tract 2200.02, St. Louis County, Missouri",220002,29,189,1400000US29189220002,3159,1510,1649,40,36.7,41.5,3074,2910,71,0,68,0,25,85,90,2845,34095,34095,3132,276,144,2712,2944,559,1966,419,349,2595,29189,71,0.023096942,164,0.053350683,215,0.068059513,276,0.088122605,349,0.118546196,St. Louis County,"(32000, 39000]",36,35500
3735,3735,2018,"Census Tract 2170, St. Louis County, Missouri",217000,29,189,1400000US29189217000,3892,1908,1984,34.6,34,35,3757,3041,585,0,110,0,21,84,76,3017,34094,34094,3841,488,216,3137,3700,845,2493,362,344,3356,29189,585,0.155709343,716,0.190577589,192,0.049331963,488,0.127050247,344,0.092972973,St. Louis County,"(32000, 39000]",26,35500
4002,4002,2018,"Census Tract 2208.01, St. Louis County, Missouri",220801,29,189,1400000US29189220801,5522,2568,2954,45.3,45.3,45.5,5312,4998,86,0,139,0,89,193,162,4925,33678,33678,5505,581,397,4527,5021,899,2891,1231,700,4321,29189,86,0.016189759,314,0.059111446,501,0.090727997,581,0.105540418,700,0.139414459,St. Louis County,"(32000, 39000]",40,35500
3388,3388,2018,"Census Tract 1135, St. Louis city, Missouri",113500,29,510,1400000US29510113500,2412,1235,1177,41.1,44.1,39.1,2314,2262,43,0,9,0,0,39,73,2229,33495,33495,2353,307,167,1879,2319,352,1574,393,254,2065,29510,43,0.018582541,52,0.02247191,93,0.038557214,307,0.130471738,254,0.10952997,St. Louis City,"(32000, 39000]",17,35500
3818,3818,2018,"Census Tract 2200.01, St. Louis County, Missouri",220001,29,189,1400000US29189220001,5016,2494,2522,43.6,43.2,44.4,4900,4488,13,0,399,0,0,84,77,4411,33495,33495,4969,212,107,4650,4623,807,2833,983,645,3978,29189,13,0.002653061,412,0.084081633,393,0.078349282,212,0.04266452,645,0.139519792,St. Louis County,"(32000, 39000]",35,35500
